Brand,Model,Year,KM_Driven,Fuel_Type,Mileage,Transmission,Owner_Type,Engine,Seats,Selling_Price
Honda,WR-V,2021,162238,CNG,28.6,Manual,Third Owner,1497,7,645206
Tata,Altroz,2012,69531,CNG,28.9,Automatic,Third Owner,1997,5,564850
Maruti,WagonR,2024,35840,Diesel,15.5,Manual,Third Owner,2179,7,928114
Honda,Amaze,2015,183338,CNG,27.8,Automatic,First Owner,998,5,385790
Honda,Jazz,2011,138580,CNG,22.1,Automatic,Third Owner,796,6,234348
Honda,City,2014,169514,CNG,20.3,Manual,First Owner,998,4,265041
Hyundai,Venue,2023,133741,CNG,18.6,Automatic,First Owner,1497,6,676886
Kia,Sonet,2018,34813,Petrol,20.9,Manual,First Owner,1197,7,582821
Kia,Seltos,2022,172021,Petrol,23.5,Manual,Second Owner,2179,5,684678
Maruti,Swift,2020,151180,Diesel,23.3,Automatic,Third Owner,1997,6,700036
Tata,Nexon,2019,191516,CNG,26.3,Automatic,Third Owner,1248,4,471975
Mahindra,Bolero,2016,181008,CNG,21,Automatic,First Owner,1248,5,351363
Mahindra,XUV700,2021,109545,CNG,25.8,Manual,Third Owner,796,6,547688
Tata,Nexon,2017,24128,Petrol,26,Automatic,First Owner,796,5,655597
Kia,Sonet,2023,160583,CNG,21.3,Automatic,Second Owner,796,6,603257
Mahindra,XUV300,2023,130880,CNG,22.4,Automatic,Third Owner,796,4,633888
Mahindra,XUV700,2010,66683,Diesel,29.1,Manual,First Owner,1498,4,333016
Honda,Amaze,2017,68832,Petrol,18.9,Automatic,First Owner,1497,4,582811
Maruti,Dzire,2022,30204,Petrol,14.8,Automatic,First Owner,1497,4,858641
Kia,Sonet,2011,162800,Diesel,15.8,Manual,Third Owner,1497,5,223056
Hyundai,Venue,2020,129914,Diesel,27.9,Manual,Third Owner,1248,6,567460
Hyundai,Venue,2016,62922,Petrol,22.7,Manual,Third Owner,1197,7,494489
Honda,City,2025,147194,Diesel,15.5,Automatic,First Owner,1497,4,754172
Mahindra,XUV300,2022,19626,CNG,22.1,Manual,Second Owner,1497,5,863965
Hyundai,Venue,2020,158631,Diesel,14.1,Automatic,First Owner,1997,4,622450
Tata,Harrier,2013,188763,Diesel,18,Manual,Second Owner,1248,7,216729
Hyundai,Venue,2014,36832,Diesel,19.9,Manual,First Owner,1248,4,531498
Mahindra,XUV300,2012,151308,CNG,28,Automatic,First Owner,1997,6,390163
Kia,Sonet,2011,172954,Petrol,12.9,Manual,Second Owner,1497,7,203278
Hyundai,Verna,2020,77575,Diesel,26.6,Manual,Second Owner,796,6,595778
Maruti,WagonR,2016,39334,Diesel,16.6,Automatic,Third Owner,796,4,537745
Kia,Sonet,2023,64567,Diesel,21.5,Manual,Second Owner,2179,6,863929
Tata,Harrier,2014,84274,CNG,27.7,Manual,Second Owner,1248,6,416585
Honda,Amaze,2018,33453,CNG,18.1,Manual,Third Owner,2179,5,701664
Honda,WR-V,2014,87718,Petrol,19.2,Manual,Second Owner,1197,6,419262
Kia,Carens,2012,28268,Diesel,20,Automatic,Second Owner,1197,6,472258
Tata,Nexon,2015,191406,CNG,12.7,Manual,First Owner,2179,6,330677
Mahindra,Bolero,2025,133214,CNG,15.3,Manual,Second Owner,796,4,689326
Toyota,Urban Cruiser,2011,156785,Petrol,23.1,Automatic,Third Owner,1997,6,379596
Tata,Harrier,2022,74742,Diesel,15.8,Manual,Third Owner,1997,6,746502
Hyundai,Creta,2017,81699,CNG,28.5,Manual,Second Owner,998,5,536433
Maruti,Dzire,2020,115664,Petrol,27.9,Manual,First Owner,1248,6,608937
Hyundai,Venue,2023,76891,CNG,23.9,Manual,Second Owner,796,7,697377
Mahindra,Bolero,2022,186693,Petrol,19.3,Automatic,First Owner,998,4,505953
Honda,Jazz,2016,54643,Diesel,22.2,Manual,First Owner,796,5,460654
Honda,WR-V,2024,59609,CNG,29.7,Manual,First Owner,1997,5,941507
Maruti,Swift,2011,15309,Petrol,24.5,Manual,Second Owner,796,4,350979
Maruti,WagonR,2024,80456,Petrol,28.8,Automatic,Third Owner,2179,6,958957
Maruti,Swift,2021,36203,CNG,27.5,Manual,Third Owner,2179,6,877688
Mahindra,Bolero,2016,125089,Petrol,19.2,Manual,First Owner,1248,5,449476
Honda,City,2012,64555,Petrol,21.1,Manual,First Owner,796,4,342415
Tata,Punch,2021,170261,CNG,27.2,Automatic,First Owner,2179,5,713865
Tata,Altroz,2015,93746,Petrol,12.7,Manual,First Owner,796,5,373445
Tata,Harrier,2016,93648,Diesel,29,Automatic,Third Owner,1497,6,547914
Kia,Seltos,2013,142419,CNG,14.4,Automatic,Second Owner,1498,7,352776
Mahindra,Bolero,2023,18009,CNG,25.7,Automatic,Third Owner,1498,7,941108
Tata,Altroz,2019,77112,Diesel,13.7,Automatic,Third Owner,1197,5,633737
Kia,Carens,2020,106607,Diesel,20.1,Automatic,Third Owner,1997,7,734366
Toyota,Urban Cruiser,2020,75029,Petrol,21.4,Manual,Third Owner,1248,6,602381
Kia,Sonet,2013,38022,CNG,19.7,Manual,Second Owner,1498,4,436401
Kia,Seltos,2017,28924,Petrol,23.4,Manual,Second Owner,1997,4,738286
Tata,Altroz,2020,109517,Petrol,29.7,Manual,Third Owner,1498,6,650836
Tata,Altroz,2017,158721,CNG,19.1,Automatic,Third Owner,1497,4,421401
Kia,Sonet,2015,145827,CNG,24.3,Automatic,First Owner,998,5,363178
Maruti,Dzire,2023,196746,CNG,15.1,Automatic,First Owner,998,7,501502
Maruti,Swift,2019,30040,Diesel,16.6,Manual,Second Owner,2179,5,774873
Tata,Punch,2018,106467,Petrol,14.9,Manual,Third Owner,1248,6,477801
Honda,WR-V,2021,127873,Petrol,28.5,Automatic,Third Owner,1197,6,622149
Hyundai,Verna,2018,165836,CNG,16.9,Manual,First Owner,1498,6,425397
Hyundai,i20,2010,36653,Petrol,15.5,Manual,Second Owner,1197,4,330528
Kia,Sonet,2022,72396,Petrol,12.7,Manual,Second Owner,2179,5,808385
Toyota,Fortuner,2010,114278,Petrol,15.5,Automatic,Third Owner,2179,6,359830
Kia,Carens,2010,86459,Petrol,25.5,Manual,Second Owner,1197,6,309134
Mahindra,XUV300,2016,68620,Petrol,20,Manual,First Owner,1498,5,589244
Toyota,Urban Cruiser,2022,117493,CNG,12.4,Automatic,Third Owner,1197,6,687964
Kia,Carens,2022,93532,CNG,27.8,Manual,First Owner,1498,6,748553
Mahindra,Bolero,2013,56157,Petrol,27.7,Manual,First Owner,2179,4,583684
Toyota,Urban Cruiser,2022,73663,CNG,13,Automatic,First Owner,796,4,644175
Honda,WR-V,2017,80929,Diesel,27.9,Automatic,First Owner,1497,6,650883
Kia,Sonet,2019,98257,Petrol,14.5,Automatic,First Owner,1497,6,561530
Tata,Harrier,2016,122388,Diesel,13.5,Manual,Third Owner,1498,6,455785
Tata,Harrier,2014,101977,CNG,16.9,Automatic,First Owner,1197,6,394565
Kia,Carens,2011,103168,Petrol,17.9,Manual,Second Owner,1498,7,350447
Toyota,Glanza,2017,103114,Petrol,17.5,Automatic,First Owner,1497,5,530999
Maruti,WagonR,2020,77933,Diesel,13.6,Manual,Third Owner,2179,4,724269
Maruti,Swift,2021,153170,Petrol,18.9,Automatic,Second Owner,1498,5,635522
Hyundai,i20,2018,168842,Petrol,14,Manual,Third Owner,1498,7,432884
Maruti,WagonR,2020,98883,Diesel,20.7,Automatic,Second Owner,1248,5,605305
Kia,Seltos,2025,27503,Petrol,22.2,Manual,Third Owner,1497,7,940361
Honda,WR-V,2013,20397,Diesel,15.7,Manual,First Owner,1498,5,537431
Kia,Carens,2020,160195,Diesel,22.4,Automatic,First Owner,1997,7,600276
Kia,Carens,2025,151421,CNG,12.5,Automatic,Third Owner,1197,6,650201
Toyota,Urban Cruiser,2013,132752,Diesel,18.1,Automatic,First Owner,1498,6,405593
Hyundai,Verna,2013,138875,CNG,20.4,Manual,Second Owner,1498,6,377649
Maruti,Dzire,2012,83521,Diesel,14.9,Automatic,Second Owner,796,4,352303
Toyota,Urban Cruiser,2023,45831,Diesel,27.3,Automatic,First Owner,1248,6,894874
Mahindra,XUV700,2014,150867,Petrol,14.5,Automatic,First Owner,796,4,267990
Toyota,Urban Cruiser,2013,117025,Diesel,14.4,Automatic,First Owner,1997,4,476463
Honda,WR-V,2023,160124,Diesel,27.4,Manual,Second Owner,1498,6,677401
Honda,City,2018,105670,Diesel,19,Automatic,First Owner,1997,6,611799
Maruti,Swift,2024,58512,Diesel,13.4,Automatic,Third Owner,998,4,743478
Kia,Carens,2016,10859,Diesel,16.6,Automatic,First Owner,796,7,525644
Tata,Nexon,2012,65979,Diesel,25.8,Manual,First Owner,998,7,326885
Kia,Sonet,2020,24557,CNG,16.1,Automatic,Second Owner,796,5,648619
Hyundai,i20,2024,157282,CNG,28.6,Manual,First Owner,1197,5,704433
Tata,Harrier,2012,175944,Petrol,24,Automatic,Second Owner,796,4,183753
Honda,Amaze,2010,24425,Diesel,25.5,Automatic,Third Owner,1497,4,475212
Kia,Sonet,2020,39235,CNG,22.2,Automatic,Second Owner,2179,5,815498
Honda,Amaze,2018,15187,Petrol,13.9,Automatic,First Owner,998,7,588451
Tata,Harrier,2014,178925,Petrol,13,Automatic,Second Owner,1498,4,284271
Tata,Nexon,2013,113270,Petrol,23.4,Manual,First Owner,1498,6,401529
Honda,Amaze,2017,53741,Petrol,25.1,Manual,Second Owner,998,4,525913
Toyota,Innova,2015,132349,Diesel,16.1,Manual,Second Owner,796,4,301112
Mahindra,XUV300,2024,42697,Petrol,14.9,Manual,Third Owner,1497,5,868026
Honda,Jazz,2011,158848,CNG,23.1,Automatic,First Owner,1498,4,307853
Mahindra,XUV700,2021,122302,Diesel,12.9,Manual,Second Owner,1248,7,546235
Hyundai,Venue,2019,155339,Diesel,28.5,Manual,Second Owner,796,6,500074
Kia,Carens,2014,37968,Diesel,16.1,Manual,Second Owner,1497,5,536599
Maruti,Swift,2016,69369,CNG,22.4,Automatic,First Owner,2179,5,657511
Maruti,Baleno,2024,37975,Diesel,16.5,Manual,Third Owner,796,7,793498
Maruti,Dzire,2016,190769,Petrol,28.3,Manual,First Owner,796,7,259580
Mahindra,XUV300,2017,130192,Petrol,20.9,Automatic,First Owner,1248,5,459291
Tata,Harrier,2025,32571,Petrol,28.4,Manual,Second Owner,1248,5,930605
Mahindra,XUV700,2025,52580,Petrol,23.6,Manual,Third Owner,796,6,797210
Tata,Punch,2017,61431,CNG,20.7,Automatic,Third Owner,1997,5,664577
Hyundai,Creta,2024,181214,Petrol,17.6,Manual,Second Owner,796,5,531960
Honda,WR-V,2022,191044,Diesel,16,Automatic,Second Owner,1997,6,598246
Mahindra,XUV300,2016,156253,CNG,14,Automatic,Second Owner,1197,6,406929
Honda,City,2023,190619,Petrol,12.2,Manual,Second Owner,998,6,525070
Toyota,Innova,2010,90290,Diesel,25.9,Automatic,Second Owner,1248,5,341184
Hyundai,i20,2021,17607,CNG,16.9,Automatic,First Owner,1498,6,770869
Mahindra,XUV700,2023,113233,Petrol,22.4,Manual,Third Owner,2179,6,812542
Maruti,Dzire,2010,47678,Petrol,20.9,Manual,Second Owner,1997,4,406004
Honda,WR-V,2022,55130,Diesel,25.1,Automatic,First Owner,1498,6,843180
Tata,Nexon,2025,63219,Diesel,12.6,Automatic,Second Owner,1248,7,802867
Hyundai,Venue,2018,34886,Diesel,22.7,Automatic,First Owner,1497,6,750768
Maruti,Dzire,2016,120048,CNG,29.3,Manual,First Owner,1498,5,522911
Mahindra,XUV700,2013,20955,Diesel,17.9,Automatic,Third Owner,1997,7,586702
Maruti,Dzire,2019,7009,Petrol,14.2,Automatic,Second Owner,1997,7,825581
Mahindra,XUV700,2024,139580,Petrol,25.8,Manual,Third Owner,1497,4,698177
Toyota,Fortuner,2011,108837,Petrol,24.5,Automatic,First Owner,1248,5,311657
Tata,Punch,2024,11795,CNG,28.5,Manual,First Owner,1197,5,861093
Kia,Sonet,2022,108733,CNG,24.5,Manual,Second Owner,2179,4,809025
Toyota,Innova,2011,106643,Petrol,20.5,Manual,Third Owner,1197,4,305339
Maruti,Dzire,2019,185152,CNG,26,Manual,Second Owner,998,4,479827
Maruti,Swift,2022,57239,Diesel,28.2,Manual,First Owner,1498,6,797240
Mahindra,XUV300,2017,108979,CNG,28.1,Automatic,First Owner,2179,4,669110
Kia,Sonet,2010,98999,Diesel,14.1,Manual,Third Owner,1248,7,212484
Tata,Harrier,2014,190911,Diesel,20.8,Automatic,Second Owner,2179,6,395783
Maruti,Baleno,2025,93264,CNG,25.6,Automatic,Second Owner,1197,5,834857
Kia,Seltos,2015,187754,Petrol,21.7,Automatic,First Owner,1498,5,381340
Tata,Harrier,2012,30537,Petrol,26.1,Automatic,Second Owner,796,4,394061
Tata,Altroz,2013,14495,CNG,19.8,Manual,Second Owner,796,7,418582
Hyundai,Venue,2015,199518,CNG,26.3,Automatic,Second Owner,796,4,297480
Toyota,Glanza,2024,69456,CNG,14.4,Manual,Third Owner,1498,7,835860
Maruti,WagonR,2016,65171,Petrol,26.2,Automatic,First Owner,1497,7,581194
Honda,City,2022,115824,Diesel,27.7,Automatic,Second Owner,1197,7,677047
Kia,Seltos,2012,135540,Diesel,24.1,Manual,Third Owner,998,7,286267
Toyota,Fortuner,2020,159351,Petrol,14.7,Automatic,First Owner,998,7,538000
Toyota,Urban Cruiser,2021,132652,Diesel,13.9,Manual,First Owner,2179,7,634849
Maruti,WagonR,2013,56610,CNG,23.5,Automatic,Third Owner,1997,6,601792
Honda,Amaze,2014,140552,CNG,12.2,Automatic,First Owner,796,5,295468
Maruti,WagonR,2010,23420,CNG,25.6,Automatic,First Owner,1997,5,490128
Kia,Sonet,2023,47296,Diesel,24.9,Automatic,Second Owner,1997,6,939506
Honda,Amaze,2022,83071,Petrol,15.4,Automatic,Third Owner,1197,7,680108
Mahindra,XUV300,2015,155299,CNG,28.7,Manual,First Owner,998,6,394581
Maruti,Baleno,2015,128619,Diesel,20.2,Automatic,First Owner,1197,7,419470
Honda,Amaze,2013,145881,Diesel,18,Automatic,Third Owner,796,5,234951
Tata,Harrier,2011,82205,CNG,13.3,Manual,First Owner,998,4,216804
Maruti,Baleno,2025,151963,Diesel,29.9,Manual,First Owner,1997,6,783351
Mahindra,XUV300,2018,84962,Petrol,19.7,Manual,Third Owner,1497,5,614510
Toyota,Glanza,2013,174090,Petrol,25.3,Manual,Second Owner,1197,7,296409
Kia,Carens,2021,188704,Petrol,24.9,Manual,First Owner,1197,6,512724
Maruti,Baleno,2019,175968,Diesel,25.3,Automatic,Third Owner,1498,5,560899
Hyundai,Creta,2017,167634,Diesel,16.1,Manual,Third Owner,998,7,373262
Kia,Sonet,2020,188920,Petrol,20.6,Manual,First Owner,1498,5,550137
Mahindra,XUV700,2016,101293,Diesel,25.6,Manual,Second Owner,2179,7,560596
Hyundai,Verna,2019,44898,Petrol,12.4,Manual,First Owner,998,4,628762
Maruti,Baleno,2019,73251,Diesel,14.5,Manual,Second Owner,1498,7,597191
Mahindra,Bolero,2024,33478,Petrol,18.2,Automatic,First Owner,1248,4,906103
Maruti,Baleno,2025,102249,Diesel,26.8,Automatic,Third Owner,1497,5,848176
Maruti,WagonR,2024,105664,Diesel,24.4,Manual,Second Owner,1498,4,824980
Honda,City,2017,38758,Diesel,12.1,Manual,Second Owner,998,4,526718
Maruti,Swift,2019,82904,Petrol,24.5,Manual,Third Owner,1248,4,630488
Mahindra,Scorpio,2022,38025,CNG,15.1,Automatic,First Owner,1497,4,850722
Mahindra,Bolero,2010,140780,Petrol,25.7,Manual,Second Owner,1197,4,224449
Kia,Sonet,2017,32712,Diesel,21,Automatic,First Owner,1248,6,625660
Maruti,Swift,2024,66141,CNG,25.3,Automatic,First Owner,998,5,859679
Maruti,Swift,2022,167032,Diesel,19.7,Automatic,First Owner,2179,4,742000
Hyundai,Venue,2022,41050,CNG,28.6,Manual,First Owner,796,4,707861
Kia,Seltos,2010,148738,Petrol,28.5,Manual,Third Owner,1498,6,245918
Hyundai,Venue,2015,65230,Petrol,18.7,Manual,Second Owner,1997,7,609487
Hyundai,Verna,2010,178992,Petrol,29.9,Automatic,Second Owner,1498,5,242386
Tata,Altroz,2024,124311,CNG,23.8,Manual,Second Owner,2179,6,834337
Honda,City,2021,18860,Diesel,19,Automatic,Second Owner,1197,7,785226
Toyota,Fortuner,2011,190574,CNG,13.7,Automatic,Third Owner,1497,6,157232
Toyota,Innova,2016,162907,CNG,14.5,Automatic,Third Owner,1197,7,343217
Kia,Seltos,2020,97083,CNG,13,Manual,Third Owner,998,4,548236
Hyundai,i20,2019,43861,Diesel,27.7,Automatic,Third Owner,1197,4,724433
Mahindra,XUV300,2014,22990,Diesel,13.8,Automatic,Second Owner,1197,7,526875
Kia,Sonet,2018,174417,Diesel,13.9,Automatic,First Owner,998,6,430178
Kia,Sonet,2014,8552,CNG,26.5,Manual,Second Owner,1997,6,626244
Maruti,WagonR,2024,67602,CNG,16.5,Manual,Second Owner,1498,6,783581
Toyota,Innova,2014,145293,Petrol,28.7,Manual,Third Owner,1248,4,314686
Maruti,WagonR,2014,96816,Petrol,29.9,Automatic,Third Owner,1497,6,548323
Toyota,Innova,2014,58951,Diesel,17.5,Manual,Third Owner,1497,7,437023
Tata,Nexon,2020,112068,Petrol,26.7,Automatic,First Owner,1497,4,701138
Mahindra,Bolero,2016,87209,CNG,19.8,Automatic,Third Owner,998,6,500240
Hyundai,Verna,2018,24941,Petrol,14.6,Manual,First Owner,1197,6,657517
Hyundai,i20,2020,182037,CNG,27.6,Automatic,Third Owner,1498,6,566123
Tata,Punch,2022,80729,CNG,20.3,Manual,First Owner,1498,7,748588
Honda,WR-V,2018,98313,Diesel,26.4,Manual,First Owner,796,4,541315
Hyundai,Creta,2018,16457,Petrol,16,Automatic,Third Owner,1997,4,791163
Hyundai,Venue,2014,20685,Petrol,24.3,Automatic,Second Owner,1498,6,553587
Toyota,Glanza,2021,5123,Petrol,22.3,Manual,First Owner,1498,5,860658
Honda,City,2020,16801,Diesel,17.8,Manual,First Owner,1498,4,705811
Kia,Seltos,2016,172273,CNG,19.6,Automatic,First Owner,796,5,330798
Toyota,Glanza,2012,59307,CNG,13.6,Automatic,Third Owner,2179,6,499985
Honda,WR-V,2012,38300,CNG,25.3,Manual,Third Owner,1497,4,426995
Honda,WR-V,2019,72784,CNG,12.9,Automatic,First Owner,796,7,558898
Mahindra,XUV700,2014,66885,CNG,20.5,Manual,First Owner,2179,7,552540
Maruti,Baleno,2012,84220,CNG,28.1,Automatic,First Owner,998,4,343623
Honda,Jazz,2016,142958,Diesel,27.4,Manual,Second Owner,998,7,419871
Toyota,Fortuner,2016,185682,Diesel,17,Automatic,Second Owner,998,6,331673
Toyota,Innova,2021,17210,CNG,25.4,Manual,Third Owner,1197,4,791651
Toyota,Urban Cruiser,2024,127758,Petrol,24.8,Manual,First Owner,1498,5,750987
Tata,Punch,2023,140050,Petrol,19.4,Automatic,First Owner,1997,4,720134
Maruti,Dzire,2024,22182,Diesel,20.6,Manual,Second Owner,1248,6,877029
Tata,Altroz,2014,156472,Diesel,22,Manual,Third Owner,796,4,311295
Hyundai,i20,2020,162223,Diesel,22.1,Manual,First Owner,998,7,479338
Mahindra,XUV300,2010,26641,CNG,20.1,Manual,Second Owner,1248,4,359749
Maruti,Baleno,2014,98041,Petrol,16.9,Automatic,Third Owner,1497,5,427926
Toyota,Glanza,2022,79817,CNG,29.3,Automatic,Third Owner,1248,7,795412
Maruti,WagonR,2013,158091,CNG,18.6,Manual,Second Owner,1997,7,342964
Tata,Nexon,2012,106697,Diesel,19.9,Manual,Second Owner,1498,7,303882
Maruti,Baleno,2025,186736,Petrol,28.8,Automatic,First Owner,1248,7,728232
Honda,City,2019,18376,Petrol,21.9,Automatic,First Owner,1997,7,794947
Hyundai,Verna,2021,125208,Diesel,25.1,Automatic,Third Owner,796,6,550943
Hyundai,Verna,2011,176476,CNG,24.9,Automatic,First Owner,998,5,214602
Hyundai,Venue,2023,94718,CNG,19.6,Automatic,First Owner,1498,6,822220
Maruti,Swift,2016,10905,Petrol,23.3,Automatic,First Owner,1197,5,633727
Hyundai,Creta,2017,171741,Petrol,13.7,Manual,Third Owner,1997,5,447646
Mahindra,Scorpio,2022,6588,Petrol,28,Manual,Second Owner,796,7,795621
Honda,WR-V,2017,188464,Diesel,23.3,Automatic,Third Owner,998,4,391497
Kia,Carens,2021,24204,Petrol,29.4,Manual,Third Owner,1997,5,918943
Hyundai,Verna,2021,103794,Diesel,23.5,Manual,Third Owner,1498,4,641120
Mahindra,XUV300,2023,132009,CNG,22.8,Manual,First Owner,1497,5,737602
Honda,Amaze,2021,135819,CNG,13.6,Manual,Second Owner,2179,7,642731
Mahindra,XUV300,2017,88508,CNG,18.6,Manual,First Owner,1248,5,554739
Maruti,Baleno,2024,102976,Diesel,26.2,Automatic,First Owner,796,5,753443
Maruti,Baleno,2014,100912,CNG,26.9,Manual,Second Owner,998,5,387312
Hyundai,Venue,2015,41582,Diesel,26.2,Manual,Third Owner,1197,7,515630
Kia,Seltos,2021,18407,CNG,29.3,Manual,Third Owner,1497,4,807948
Toyota,Innova,2021,191994,Diesel,22.9,Manual,Second Owner,998,4,485537
Hyundai,Verna,2015,27237,CNG,16.9,Automatic,Third Owner,1997,7,640774
Honda,Amaze,2010,190526,Petrol,17.2,Manual,First Owner,796,5,85580
Tata,Harrier,2019,158354,CNG,27.3,Automatic,Second Owner,2179,6,631925
Maruti,Baleno,2025,133880,Diesel,17.2,Automatic,Second Owner,796,4,649313
Kia,Seltos,2024,65909,Petrol,28.6,Manual,First Owner,1248,6,814205
Mahindra,XUV700,2024,195006,CNG,22.5,Manual,First Owner,796,7,589891
Mahindra,Bolero,2022,47895,Petrol,17.6,Manual,Third Owner,1997,7,836509
Maruti,Baleno,2011,165622,Petrol,15.7,Automatic,Third Owner,1997,7,304751
Hyundai,i20,2018,195670,CNG,15.6,Automatic,Second Owner,998,4,342949
Kia,Carens,2018,55638,CNG,13.6,Manual,Third Owner,998,6,526815
Maruti,Swift,2023,112844,Petrol,17.2,Automatic,Second Owner,796,5,646518
Kia,Sonet,2025,199238,Diesel,19.5,Manual,First Owner,1997,4,733770
Hyundai,Creta,2014,88306,CNG,27.6,Automatic,Second Owner,1197,4,499812
Tata,Punch,2014,147988,Petrol,18.8,Automatic,Second Owner,1497,7,381153
Hyundai,Verna,2011,191293,Petrol,27.1,Manual,Third Owner,1498,6,235521
Honda,Amaze,2014,52962,CNG,23.3,Manual,Second Owner,998,6,472805
Toyota,Innova,2012,112181,Petrol,27.9,Manual,Third Owner,1997,6,386118
Honda,City,2025,46451,Petrol,26.5,Manual,First Owner,796,7,787600
Honda,Amaze,2017,14371,Petrol,24.1,Automatic,First Owner,1497,5,714074
Kia,Carens,2014,187540,CNG,12.2,Manual,First Owner,1498,5,309618
Mahindra,XUV700,2011,190426,Diesel,12.8,Manual,Third Owner,2179,7,259114
Kia,Seltos,2012,15150,Diesel,23,Manual,First Owner,2179,6,581651
Kia,Seltos,2017,194690,Petrol,22.3,Manual,Second Owner,796,7,324367
Tata,Altroz,2021,37053,Petrol,12.7,Automatic,Second Owner,1248,4,692428
Honda,WR-V,2016,69241,CNG,23.7,Automatic,First Owner,1997,7,610075
Toyota,Fortuner,2017,67249,Petrol,15.1,Manual,Second Owner,1248,6,542764
Tata,Altroz,2023,158811,Diesel,20.7,Automatic,Second Owner,1997,7,728329
Mahindra,Scorpio,2014,157428,Diesel,26,Manual,Second Owner,1197,7,282474
Maruti,Dzire,2012,156726,CNG,21.8,Manual,Second Owner,2179,5,363914
Maruti,WagonR,2018,179767,CNG,24.8,Automatic,Third Owner,1498,5,519926
Toyota,Glanza,2011,176143,Petrol,13.1,Automatic,First Owner,1497,5,216346
Kia,Sonet,2011,158465,Diesel,29.8,Manual,First Owner,1197,7,202809
Tata,Harrier,2010,156686,CNG,22.4,Manual,Second Owner,1498,6,233938
Hyundai,Creta,2012,94627,Diesel,27.4,Manual,Third Owner,1498,4,349725
Hyundai,Creta,2014,10147,Diesel,24.9,Automatic,First Owner,1497,6,577071
Maruti,Dzire,2016,186409,Petrol,19.3,Manual,First Owner,1997,6,435928
Tata,Nexon,2012,159287,CNG,18.5,Automatic,Third Owner,1248,5,266556
Tata,Altroz,2025,109996,Petrol,20.3,Automatic,Second Owner,796,7,757759
Mahindra,Bolero,2018,115663,Petrol,12.8,Automatic,Third Owner,1248,4,517913
Kia,Sonet,2011,107603,Diesel,15.1,Automatic,Third Owner,2179,7,358278
Hyundai,Verna,2016,155387,Petrol,14.2,Manual,First Owner,998,6,315906
Mahindra,XUV300,2016,64446,Petrol,25.3,Manual,Second Owner,1498,5,572357
Maruti,Baleno,2012,79770,Diesel,28.4,Automatic,First Owner,998,5,372188
Tata,Punch,2010,94185,Petrol,18.3,Manual,Third Owner,1997,7,356637
Honda,WR-V,2022,170278,Petrol,21.6,Manual,Third Owner,796,6,473269
Toyota,Glanza,2020,67956,CNG,26.8,Automatic,Third Owner,796,4,651139
Mahindra,Scorpio,2023,162393,Petrol,16.6,Automatic,First Owner,1497,7,624313
Kia,Sonet,2014,88973,Diesel,15.3,Automatic,Third Owner,2179,5,558811
Tata,Nexon,2013,156399,Diesel,12.2,Automatic,Third Owner,1248,7,239588
Honda,City,2010,14041,CNG,29.1,Automatic,First Owner,1497,6,503086
Hyundai,Creta,2023,151507,Diesel,17.1,Automatic,Second Owner,2179,7,752861
Kia,Sonet,2010,185381,Petrol,27.4,Automatic,Third Owner,1497,6,203969
Toyota,Fortuner,2022,104153,CNG,23.5,Automatic,First Owner,2179,7,828559
Mahindra,XUV300,2019,139765,CNG,21.6,Manual,Third Owner,1997,5,629005
Maruti,Baleno,2019,125608,CNG,28.2,Automatic,First Owner,998,5,578428
Mahindra,XUV300,2015,137468,CNG,28.7,Automatic,Third Owner,1997,7,551679
Tata,Altroz,2022,69773,Petrol,21.9,Manual,Third Owner,796,5,680439
Kia,Carens,2017,19335,Petrol,19.3,Manual,Second Owner,2179,5,722263
Honda,WR-V,2020,118682,Petrol,16.9,Automatic,Second Owner,1497,6,597897
Tata,Harrier,2011,47674,Petrol,20,Automatic,First Owner,1497,7,461396
Toyota,Urban Cruiser,2020,60523,Diesel,13.4,Manual,Third Owner,998,5,635718
Tata,Nexon,2022,101678,Diesel,21.3,Automatic,Second Owner,796,6,606202
Toyota,Fortuner,2025,106641,Diesel,18.8,Automatic,Third Owner,1248,5,755155
Honda,City,2025,164936,Petrol,23.5,Manual,Second Owner,2179,4,843842
Kia,Carens,2017,84361,Diesel,19.2,Manual,Third Owner,1497,4,502690
Tata,Harrier,2022,71564,Petrol,21.6,Automatic,Third Owner,1497,7,815546
Tata,Altroz,2015,32227,Diesel,19.8,Automatic,Second Owner,1197,7,570510
Tata,Altroz,2019,6008,Petrol,16.1,Automatic,First Owner,796,7,687284
Mahindra,XUV700,2025,32253,Diesel,15.5,Automatic,First Owner,1248,6,933749
Kia,Seltos,2020,34466,CNG,26.6,Manual,Third Owner,796,5,639252
Hyundai,Venue,2014,80665,CNG,16.2,Automatic,First Owner,1498,7,475113
Hyundai,i20,2014,82519,CNG,16.9,Manual,Third Owner,1248,5,416125
Tata,Altroz,2024,89389,Diesel,27.7,Manual,First Owner,998,4,765607
Mahindra,Bolero,2011,86628,Petrol,19.2,Automatic,Second Owner,998,7,263165
Mahindra,Bolero,2018,168019,Petrol,17.9,Automatic,Third Owner,2179,6,543726
Tata,Nexon,2018,101738,Diesel,14.3,Manual,Second Owner,2179,5,625865
Kia,Seltos,2015,199005,Petrol,12.7,Automatic,First Owner,1248,4,250696
Toyota,Urban Cruiser,2010,69164,CNG,24.7,Manual,First Owner,796,4,259455
